Crop Name,Ideal pH,Average Temperature,Yield,Nitrogen,Phosphorus,Potassium
Snake Gourd,7.0,21-34,0.88,11,5,31
Echinacea,6.8,20-31,9.01,11,9,37
Dill,5.5,30-26,9.32,14,13,39
Star Fruit,5.5,24-31,8.15,13,6,39
Melons,6.6,20-32,9.66,9,10,30
Raspberry,5.9,16-34,4.3,6,11,35
Persimmon,6.1,25-35,9.25,10,6,36
Fig,6.4,26-33,1.22,8,15,18
Jackfruit,5.8,19-30,0.55,6,9,37
Vanilla,6.5,27-30,6.82,9,12,18
Cucumber,6.0,29-27,3.89,9,15,18
Marjoram,6.8,15-32,7.26,15,6,20
Endive,6.0,24-26,8.89,15,12,34
Pineapple,5.9,16-28,4.97,14,12,16
Hops,6.8,24-25,9.48,9,11,40
Parsley,6.6,27-35,5.8,10,15,20
Kale,6.4,30-25,6.51,8,14,16
Guava,6.2,15-28,5.06,13,13,30
Beans,6.3,21-30,4.37,5,7,31
Kale,5.9,19-27,4.44,14,11,25
Horseradish,6.2,15-26,1.9,5,9,30
Rosemary,6.3,25-26,5.32,11,14,16
Guava,5.5,24-35,7.74,8,6,19
Chamomile,6.4,23-30,7.66,12,15,30
Avocado,6.3,18-25,3.86,5,7,37
Alfalfa,5.8,21-31,3.51,12,6,31
Peppers,6.2,15-33,7.22,9,8,38
Chamomile,5.8,29-30,1.86,11,15,16
Neem,6.6,25-30,5.86,9,11,36
Spinach,6.3,25-34,8.15,13,15,31
Fenugreek,6.5,23-27,7.49,8,12,36
Betel Leaf,7.0,23-27,1.9,13,9,20
Sweet Corn,6.2,27-28,3.61,14,15,27
Hibiscus,6.5,15-32,8.37,11,13,39
Pomegranate,6.2,17-34,6.57,8,10,20
Aloe Vera,5.5,26-32,6.13,11,12,40
Watermelon,6.1,23-30,7.77,15,11,19
Dill,5.5,26-31,9.42,7,11,34
Blueberry,6.8,29-34,7.15,8,10,40
Gooseberry,5.6,18-33,8.84,12,6,29
Ceylon Spinach,5.7,16-27,5.59,9,9,24
Snake Gourd,6.1,27-33,8.26,6,14,25
Oregano,5.6,16-35,5.33,6,14,38
Pumpkin,6.6,18-26,5.3,11,11,28
Nutmeg,6.7,19-33,1.52,13,15,40
Broccoli,5.6,17-30,2.9,14,7,29
Artichoke,5.7,21-28,2.84,13,7,38
Saffron,6.5,19-30,7.74,8,5,39
Peppers,6.0,28-33,9.6,9,8,16
Mint,6.0,27-27,0.65,5,10,22
Moringa,6.8,30-31,7.34,7,5,36
Alfalfa,6.6,28-31,2.73,6,7,24
Lychee,6.7,22-31,9.77,9,15,36
Broccoli,6.2,19-31,4.75,10,14,33
Ginseng,6.4,22-32,3.01,5,11,35
Soursop,5.9,30-25,7.65,15,13,31
Endive,6.5,29-35,5.57,12,11,37
Rosemary,6.2,16-35,5.92,7,11,29
Cauliflower,6.0,15-28,7.78,8,5,24
Melons,6.8,22-25,2.16,10,15,36
Camellia,6.7,23-25,2.88,7,11,24
Carrots,6.1,27-27,9.83,15,15,18
Papaya,6.8,29-31,9.11,6,13,23
Lemongrass,5.5,27-30,2.75,14,7,35
Oregano,5.6,26-32,3.57,9,11,34
Aloe Vera,6.5,25-29,0.72,10,10,16
Moringa,5.5,21-33,6.34,10,9,21
Melons,6.3,19-25,3.62,5,11,25
Coffee,5.7,28-34,2.69,10,9,26
Clove,6.3,23-30,7.18,10,5,30
Dragon Fruit,5.6,16-29,3.31,8,14,17
Peppers,6.2,19-29,9.56,15,7,24
Swiss Chard,5.8,25-34,6.05,15,11,16
Taro,6.6,25-25,2.92,12,14,26
Bok Choy,6.8,23-35,2.05,10,9,29
Melons,6.1,15-26,3.31,13,9,21
Pumpkin,5.7,27-35,6.1,10,11,24
Coconut,6.0,19-34,1.1,7,9,26
Jasmine,6.4,29-33,0.9,8,7,15
Camellia,6.2,23-32,7.03,12,12,20
Strawberry,6.7,20-33,6.03,11,11,28
Nutmeg,5.9,30-29,9.53,5,9,24
Bok Choy,5.6,17-33,3.14,12,7,29
Acerola Cherry,6.7,20-28,1.28,15,5,37
Endive,6.2,29-29,8.29,5,5,39
Pandan,5.9,23-35,8.35,7,12,31
Spinach,5.8,20-32,4.35,12,11,25
Tea,6.5,22-28,9.6,7,7,27
Cassava,6.7,30-32,4.0,14,7,25
Neem,6.4,27-25,6.09,10,11,36
Betel Leaf,5.9,26-34,8.88,5,13,25
Snake Gourd,6.1,17-25,6.5,6,15,23
Camellia,5.6,30-33,6.39,7,15,24
Coconut,6.9,15-34,3.37,6,12,15
Chamomile,5.9,28-31,9.18,11,10,29
Betel Leaf,6.8,15-30,4.53,12,11,20
Spinach,5.7,29-25,7.62,12,14,36
Cabbage,6.4,22-35,4.57,10,7,25
Basil,6.9,20-35,0.87,7,9,39
Horseradish,6.4,23-28,1.36,12,6,29
Mustard Greens,6.0,21-26,0.98,9,14,34
Soybeans,6.4,29-31,7.88,6,10,39
Peas,6.2,15-31,3.07,6,12,32
Coconut,6.3,26-30,5.97,15,9,22
Betel Leaf,7.0,19-30,0.87,12,12,38
Marjoram,5.7,17-25,4.03,15,11,38
Nutmeg,6.8,24-35,8.86,6,5,40
Peanuts,5.7,21-28,5.07,11,15,24
Sweet Corn,5.9,16-35,2.64,15,12,30
Acerola Cherry,5.7,29-32,5.22,6,12,25
Cucumber,6.5,19-32,1.26,9,10,20
Peas,6.3,18-26,9.37,8,12,31
Sunflower,5.9,22-31,2.68,10,5,39
Chives,6.6,16-32,0.86,10,11,20
Arugula,6.3,25-34,1.7,15,10,19
Tea,6.9,22-35,5.63,10,10,21
Kale,5.8,27-28,5.21,11,13,38
Betel Leaf,5.7,17-32,4.4,7,14,18
Tea,6.1,30-26,2.84,15,9,29
Vanilla,5.7,26-34,1.98,8,9,40
Rosemary,6.0,25-32,8.68,5,14,23
Broccoli,5.9,15-31,4.45,7,7,29
Tea,6.4,16-29,7.98,15,9,36
Rose Apple,6.5,22-25,7.36,11,13,16
Coconut,6.7,24-35,7.81,8,13,22
Eggplant,6.0,22-27,0.85,14,8,20
Ginseng,6.7,23-32,5.27,8,9,18
Coriander,6.9,25-28,7.4,6,5,39
Strawberry,6.0,19-35,7.4,6,9,37
Peppermint,5.9,22-26,4.22,8,15,29
Guava,5.7,23-33,2.83,9,14,36
Echinacea,6.7,30-30,6.69,8,10,28
Jackfruit,6.5,19-28,7.55,14,11,15
Zucchini,5.9,19-25,2.6,14,13,35
Seaweed,6.5,23-27,7.64,12,14,30
Pumpkin,6.5,23-34,4.96,6,15,35
Passionfruit,5.7,27-35,4.14,11,7,19
Artichoke,6.7,29-28,4.84,15,6,18
Saffron,6.2,29-27,5.08,13,6,19
Blackberry,6.9,22-35,8.24,13,15,22
Brussels Sprouts,5.9,20-27,4.96,6,6,27
Tomato,6.8,22-32,0.59,15,7,25
Soursop,6.6,20-26,7.79,5,14,37
Sunflower,6.5,21-33,2.03,11,9,18
Stevia,5.6,21-26,7.08,5,13,37
Lemongrass,6.6,25-29,6.53,7,15,36
Agarwood,6.2,16-31,3.36,14,5,30
Endive,6.6,16-28,2.37,9,13,27
Radicchio,5.5,25-29,3.87,14,10,24
Papaya,6.0,28-32,8.65,8,13,33
Beets,6.9,24-26,8.07,15,10,36
Fenugreek,5.5,16-35,6.32,8,7,22
Tomato,6.3,29-35,4.03,14,5,38
Microgreens,6.2,29-31,5.06,11,15,21
Lettuce,6.3,27-34,9.75,6,13,28
Saffron,6.5,15-35,9.43,9,14,31
Chamomile,5.9,27-26,3.6,11,7,17
Cassava,6.6,18-25,2.4,8,15,15
Holy Basil,6.9,30-32,1.4,8,7,35
Lychee,6.7,24-26,5.87,14,9,29
Coffee,5.7,29-34,6.56,5,15,38
Camellia,6.8,19-29,7.03,12,5,32
Radicchio,5.9,24-35,8.33,6,8,37
Echinacea,5.7,22-34,4.1,8,12,30
Tarragon,5.6,19-28,8.57,6,5,32
Chives,6.1,26-31,4.43,11,12,21
Swiss Chard,5.8,25-35,8.6,15,8,16
Celery,6.3,21-26,8.77,10,9,26
Basil,5.5,18-34,6.08,11,5,21
Agarwood,6.0,29-32,7.95,12,9,18
Neem,6.4,26-25,3.63,14,9,36
Passionfruit,5.7,29-35,6.83,14,5,40
Artichoke,6.4,28-25,0.98,7,9,23
Ginseng,6.0,17-30,6.13,11,7,19
Lettuce,5.9,21-27,9.3,12,6,22
Mango,6.9,16-25,4.29,14,13,25
Coconut,6.9,29-30,2.54,14,5,36
Rosemary,6.2,29-25,9.1,13,15,32
Coconut,5.5,29-32,3.13,15,8,15
Coconut,6.7,22-33,2.26,11,8,34
Tarragon,6.0,26-35,7.12,14,13,25
Purslane,5.6,17-26,3.65,9,6,24
Pomegranate,6.5,26-35,1.88,7,6,40
Sugarcane,5.9,29-34,6.03,11,11,38
Radicchio,5.8,15-27,7.12,11,7,36
Thyme,6.0,19-29,7.9,5,10,19
Dill,6.8,28-34,0.98,10,6,24
Oregano,6.8,28-30,6.42,11,8,17
Ginseng,5.6,30-25,5.86,14,7,39
Bael,6.3,19-29,9.37,13,9,30
Spinach,6.7,30-33,2.37,13,7,31
Moringa,6.9,21-29,8.01,8,13,20
Broccoli,6.0,25-35,6.29,12,13,26
Taro,5.9,22-30,8.09,6,14,32
Jackfruit,5.6,29-27,2.77,10,15,23
Pandan,6.2,29-25,8.73,13,10,39
Yacon,6.1,27-31,7.18,6,11,27
Strawberry,6.3,19-31,9.93,10,15,33
Taro,6.6,22-27,6.92,8,15,40
Mushrooms,6.0,22-25,1.81,5,10,20
Celery,5.7,29-31,8.89,6,11,33
Luffa,6.5,26-26,4.43,12,15,40
Kale,5.9,21-27,6.07,11,12,19
Avocado,6.9,16-32,5.24,14,15,24
Echinacea,6.7,17-32,9.5,13,14,39
Pineapple,6.7,26-27,9.42,7,7,21
Bael,5.9,29-30,0.79,11,12,40
Bitter Gourd,6.2,17-32,4.42,13,13,22
Arugula,6.7,15-26,6.44,10,9,38
Chives,6.7,16-28,6.72,5,13,40
Beans,5.7,15-30,9.77,12,5,22
Passionfruit,5.7,22-34,2.4,8,9,18
Mushrooms,6.3,20-30,4.59,13,15,30
Ginger,5.9,26-35,8.08,7,11,18
Watermelon,6.1,26-26,3.49,7,15,32
Marjoram,6.9,30-32,3.52,7,8,35
Kale,6.9,15-35,4.51,11,5,27
Cauliflower,5.9,17-29,4.3,11,10,38
Green Onions,6.2,19-25,1.93,6,15,37
Chamomile,6.5,30-25,7.67,13,12,16
Wasabi,6.6,17-34,2.08,6,8,16
Coriander,5.8,28-26,6.18,7,9,23
Fenugreek,6.0,21-35,2.84,10,13,30
Oregano,6.9,25-30,2.03,12,12,28
Guava,6.6,19-27,7.65,5,11,36
Holy Basil,6.9,15-30,6.01,15,11,18
Watermelon,6.2,17-32,3.51,10,14,31
Curry Leaves,6.4,18-34,2.83,10,7,35
Swiss Chard,6.5,20-33,6.1,13,6,27
Camellia,6.7,21-29,5.68,14,5,39
Bitter Gourd,6.0,28-31,5.34,7,7,20
Peanuts,5.9,26-31,7.81,9,8,24
Peanuts,5.6,27-26,2.39,11,7,34
Taro,6.8,17-34,7.2,14,14,22
Tea,6.9,15-34,9.44,10,13,30
Ginseng,6.4,19-25,3.7,8,6,21
Artichoke,6.9,30-30,7.12,11,10,18
Blueberry,6.5,18-34,2.26,13,12,34
Spinach,5.5,27-28,8.75,6,7,23
Radicchio,5.8,19-34,6.94,5,7,21
Cabbage,6.3,18-33,2.77,14,9,28
Bok Choy,6.2,24-35,3.71,6,11,20
Horseradish,6.0,22-32,5.05,8,10,35
Gooseberry,6.9,29-35,7.74,9,13,17
Snake Gourd,6.8,24-34,2.11,14,5,27
Acerola Cherry,5.8,23-33,4.64,13,5,34
Lavender,5.5,22-31,7.46,15,14,31
Pumpkin,5.7,20-25,0.81,9,5,16
Curry Leaves,5.5,27-31,1.27,13,7,31
Raspberry,5.7,18-28,7.25,6,10,20
Lavender,6.9,23-30,7.98,12,5,32
Parsley,6.1,25-32,5.25,9,14,35
Rose Apple,6.3,22-31,7.44,7,15,40
Raspberry,6.8,24-28,3.0,7,11,25
Jasmine,6.7,19-27,7.97,5,14,27
Yam,6.4,18-33,5.24,13,7,18
Stevia,5.6,16-33,6.51,15,9,26
Horseradish,6.7,26-34,1.27,9,13,15
Star Fruit,7.0,29-31,3.09,8,11,23
Purslane,6.8,16-27,8.27,9,7,39
Mint,6.7,19-33,9.07,9,8,17
Raspberry,5.6,20-26,4.03,5,5,24
Green Onions,6.0,20-29,7.84,10,13,33
Fig,6.5,21-25,0.73,8,10,15
Fennel,6.3,17-35,2.01,15,12,34
Mulberry,6.8,29-30,9.96,5,7,34
Pomegranate,6.8,16-29,2.01,5,7,22
Chives,6.4,28-31,8.73,14,9,36
Mint,5.5,19-27,1.05,7,13,21
Ceylon Spinach,5.8,20-26,6.7,13,14,33
Gooseberry,6.0,26-35,3.67,12,9,26
Pineapple,6.4,30-35,2.62,10,6,20
Watercress,6.5,28-25,0.99,8,13,32
Cucumber,6.6,24-31,6.69,9,11,30
Coconut,6.9,17-29,9.35,12,8,35
Passionfruit,6.2,23-25,8.2,9,6,17
Cabbage,5.6,29-33,5.41,11,7,36
Peppers,6.8,16-28,3.96,11,6,32
Cabbage,6.2,15-28,6.04,12,11,25
Tomato,5.9,27-28,7.01,5,6,22
Hibiscus,6.5,23-32,6.68,11,6,40
Bok Choy,6.0,29-31,3.36,9,9,33
Purslane,5.6,15-33,4.52,8,14,30
Fenugreek,5.6,18-29,7.21,5,15,36
Artichoke,5.8,19-32,0.96,10,13,34
Persimmon,5.6,17-35,8.91,7,8,33
Thyme,6.0,27-34,0.92,10,11,18
Passionfruit,5.6,30-32,5.53,10,7,35
Lemongrass,6.8,16-25,1.53,8,14,40
Lettuce,6.5,15-34,8.61,11,14,28
Green Onions,6.4,26-25,4.24,8,12,36
Sugarcane,5.6,28-30,8.12,9,14,15
Avocado,6.2,27-27,5.39,5,12,28
Rosemary,6.0,26-30,8.19,14,9,19
Chili Pepper,6.5,22-29,3.04,11,6,32
Clove,6.0,21-31,4.56,11,15,24
Endive,6.9,20-29,3.21,12,7,25
Holy Basil,7.0,21-32,9.62,13,11,32
Watercress,6.8,15-34,7.6,8,11,16
Peanuts,5.9,21-33,5.15,6,10,33
Jasmine,6.3,27-35,3.31,6,7,19
Gooseberry,6.7,19-30,7.82,6,7,35
Watermelon,5.5,30-25,9.12,6,13,26
Sage,5.7,30-29,6.22,7,6,31
Soybeans,6.8,30-29,7.93,12,13,34
Papaya,6.9,18-30,0.52,11,10,32
Zucchini,5.9,29-28,2.82,15,5,29
Zucchini,6.8,19-30,2.34,11,14,26
Stevia,6.1,18-28,3.55,12,13,26
Rosemary,6.6,15-26,3.87,15,11,18
Peas,6.6,21-33,2.7,15,15,15
Acerola Cherry,6.7,29-31,3.2,14,5,33
Chamomile,5.8,23-30,9.21,12,5,24
Pineapple,6.4,26-29,4.74,7,11,18
Coffee,5.8,23-32,9.28,5,7,30
Curry Leaves,5.6,23-26,6.31,12,7,40
Mushrooms,6.8,23-25,8.88,10,15,28
Green Onions,6.6,25-35,5.39,10,12,38
Soursop,6.4,21-32,5.5,5,12,17
Chili Pepper,6.7,22-33,6.51,13,6,17
Neem,5.8,20-32,3.55,14,10,35
Pomegranate,5.9,15-27,2.42,8,14,17
Hibiscus,6.5,15-29,3.29,11,12,35
Horseradish,5.6,19-35,9.03,13,14,17
Peppers,5.9,27-25,6.43,15,11,17
Dragon Fruit,6.8,25-34,2.86,12,12,28
Pumpkin,6.2,15-32,6.38,13,12,30
Blueberry,6.6,18-25,7.24,11,12,21
Fennel,6.8,24-28,7.34,7,6,40
Fig,6.6,27-26,5.19,8,12,16
Chili Pepper,6.4,19-30,2.81,13,5,39
Arugula,6.7,22-26,8.35,7,13,35
Cauliflower,5.9,22-28,5.81,7,12,15
Watermelon,6.6,25-28,3.91,13,5,26
Bael,5.8,15-27,4.87,14,6,23
Coconut,6.9,19-31,2.81,11,11,18
Nutmeg,6.6,18-33,6.54,6,8,26
Cranberry,6.0,23-35,1.74,11,9,25
Eggplant,6.4,21-27,6.08,14,13,26
Melons,6.8,17-28,6.73,10,12,33
Artichoke,6.9,16-34,3.54,12,8,25
Strawberry,6.4,19-25,0.69,14,10,24
Bael,5.8,24-29,0.74,11,7,36
Bitter Gourd,6.0,18-33,0.75,6,6,39
Melons,5.6,21-30,2.8,10,15,15
Blackberry,6.0,28-25,2.04,15,13,23
Cabbage,5.5,22-33,7.83,9,8,25
Purslane,5.5,18-32,6.12,7,8,26
Lavender,6.8,30-35,9.22,12,7,31
Beets,5.7,15-32,4.5,13,12,17
Cabbage,5.8,21-31,8.71,11,13,21
Oregano,5.5,18-28,8.17,5,14,29
Soursop,6.0,30-34,8.33,14,5,26
Tarragon,5.7,19-29,7.65,5,8,17
Purslane,6.4,28-28,3.35,10,6,26
Persimmon,7.0,20-26,8.95,5,10,29
Vanilla,6.1,25-28,4.25,13,12,22
Sweet Corn,5.8,29-27,8.78,11,12,32
Bok Choy,6.2,28-35,5.73,6,15,34
Betel Leaf,6.4,24-34,1.58,5,15,20
Fennel,5.7,30-25,7.18,14,8,40
Radicchio,6.8,23-26,8.54,7,5,32
Marjoram,5.9,30-31,3.2,5,9,31
Sage,6.8,19-29,5.22,9,12,21
Sage,6.6,29-29,2.98,7,10,17
Sapodilla,6.6,19-28,0.93,9,8,31
Neem,6.7,27-35,9.84,15,10,39
Camellia,5.9,19-32,3.37,15,7,30
Basil,5.7,19-30,1.16,15,8,24
Fig,5.7,15-26,3.18,5,11,34
Mushrooms,6.7,26-25,7.77,8,7,39
Saffron,6.0,28-27,0.95,6,11,17
Sweet Corn,6.2,17-28,4.64,13,14,24
Broccoli,5.9,22-35,0.51,7,11,22
Fig,5.6,15-31,5.6,7,15,40
Dandelion Greens,6.7,15-25,6.84,15,6,27
Tea,6.4,28-34,9.13,12,15,23
Peanuts,5.6,19-25,4.64,10,5,39
Pomegranate,6.6,21-30,3.85,14,7,16
Chili Pepper,5.6,15-31,5.49,13,7,32
Blueberry,6.2,21-31,8.41,14,13,35
Cabbage,6.7,18-33,3.54,6,10,15
Dragon Fruit,6.0,15-29,5.97,5,13,31
Chamomile,5.8,21-28,1.42,13,13,26
Coriander,6.1,30-25,0.97,14,11,26
Peppermint,5.9,28-35,7.41,6,13,30
Cabbage,5.8,19-30,3.69,11,15,19
Endive,6.1,23-27,2.5,5,15,20
Tomato,5.7,16-30,5.42,7,15,33
Green Onions,6.9,20-25,8.43,15,12,23
Acerola Cherry,6.1,28-34,2.49,6,7,35
Mustard Greens,6.7,22-29,4.81,10,14,19
Chili Pepper,5.7,20-33,8.04,7,12,24
Blackberry,5.6,25-31,0.59,6,13,32
Marjoram,5.6,19-26,4.94,10,5,37
Sage,6.8,20-32,3.34,9,6,19
Cucumber,6.4,20-29,7.75,11,12,19
Nutmeg,6.2,23-32,7.93,8,8,39
Mushrooms,5.5,24-27,5.45,5,8,26
Peanuts,5.8,29-29,7.6,13,12,28
Taro,6.9,29-30,4.38,7,9,31
Carrots,6.0,19-35,4.87,10,15,39
Peas,6.2,26-26,4.91,9,11,39
Guava,6.9,30-26,4.93,15,5,30
Jackfruit,5.6,25-35,6.56,5,5,20
Beans,6.3,29-28,6.46,11,9,37
Pumpkin,6.3,19-32,1.98,7,7,24
Turmeric,6.4,27-31,3.94,6,7,39
Melons,6.3,29-29,7.05,7,13,17
Fennel,6.2,26-28,5.32,12,12,20
Eggplant,6.2,16-34,7.53,15,13,15
Ceylon Spinach,6.5,28-26,3.8,5,6,30
Turmeric,5.7,26-26,7.43,12,6,31
Pumpkin,6.1,27-34,5.42,6,8,35
Hibiscus,7.0,26-31,6.06,5,12,18
Bitter Gourd,6.9,27-34,4.47,15,12,37
Pandan,6.0,23-31,4.41,8,15,20
Lavender,6.0,19-28,3.26,6,7,17
Raspberry,5.6,25-30,2.88,5,8,40
Celery,6.0,24-28,1.6,10,11,22
Purslane,6.4,16-25,8.64,10,7,40
Curry Leaves,5.8,29-30,4.96,5,14,38
Camellia,6.5,16-32,9.1,6,14,25
Watermelon,6.7,28-29,4.04,11,11,27
Rose Apple,6.6,20-26,4.9,11,14,27
Oregano,5.6,18-31,3.22,13,6,40
Mulberry,6.9,28-25,2.59,5,8,21
Swiss Chard,7.0,18-34,5.21,11,11,27
Tarragon,6.4,19-26,6.4,7,6,28
Bael,6.3,21-29,4.77,8,7,26
Rosemary,6.6,16-28,0.91,13,11,28
Kiwi,6.1,24-30,1.93,5,10,22
Blueberry,5.7,17-25,9.71,11,7,32
Taro,6.6,19-33,3.7,5,7,34
Star Fruit,6.4,16-29,2.42,5,15,38
Papaya,6.1,23-32,3.5,12,8,37
Asparagus,6.5,15-33,3.13,8,10,22
Pumpkin,6.9,26-29,1.94,7,7,31
Broccoli,6.5,15-28,5.7,11,13,25
Bitter Gourd,5.6,26-33,0.56,14,8,20
Tarragon,6.5,23-28,7.41,13,14,31
Seaweed,6.3,26-35,1.06,5,14,28
Pineapple,5.8,23-34,1.32,7,15,18
Pomegranate,5.7,22-28,3.96,6,11,15
Parsley,6.9,15-27,3.07,5,7,32
Lettuce,6.2,18-26,4.91,8,9,23
Kiwi,6.7,27-31,2.91,12,15,38
Peas,5.7,26-30,4.15,5,6,35
Pomegranate,6.2,24-25,2.25,7,7,36
Ceylon Spinach,6.3,27-30,9.14,5,7,23
Basil,6.0,26-27,5.55,15,5,23
Vanilla,6.3,25-35,9.32,11,8,31
Celery,5.6,18-29,4.95,13,7,29
Papaya,6.3,30-27,2.82,12,8,22
Marjoram,6.8,15-30,8.95,6,7,20
Aloe Vera,6.2,26-34,4.61,11,12,32
Lettuce,6.1,22-33,1.28,8,7,37
Sunflower,6.0,16-29,0.8,13,6,35
Neem,5.7,15-33,9.05,7,12,40
Chives,6.8,18-27,8.86,15,13,24
Parsley,5.8,20-32,6.01,7,14,15
Spinach,6.6,19-34,4.78,10,5,17
Cranberry,7.0,24-25,5.83,9,8,17
Peas,5.8,18-25,1.75,14,13,25
Guava,6.5,20-30,4.35,11,15,23
Strawberry,6.5,21-29,9.88,11,15,37
Camellia,6.0,25-27,8.26,7,14,17
Cassava,6.8,19-31,6.83,8,6,34
Endive,6.0,21-32,4.4,12,7,26
Sage,6.0,25-30,1.68,15,13,27
Mango,6.8,29-30,6.22,5,10,29
Curry Leaves,6.0,19-32,7.84,8,5,33
Guava,5.5,17-28,2.89,13,13,34
Nutmeg,5.7,25-34,2.61,8,8,34
Papaya,5.7,24-28,3.83,12,8,18
Spinach,6.8,15-28,9.16,13,11,25
Mango,5.6,17-29,1.39,13,13,30
Cucumber,5.9,29-33,5.21,15,14,40
Arugula,5.7,28-34,8.95,5,11,18
Luffa,6.1,28-35,2.09,7,12,19
Sweet Corn,6.2,20-27,2.63,10,11,37
Radicchio,6.1,26-35,1.09,15,15,16
Brussels Sprouts,5.9,27-25,3.34,5,11,34
Brussels Sprouts,6.8,19-33,7.16,5,12,29
Carrots,5.9,23-28,0.84,13,12,36
Stevia,7.0,20-27,8.56,7,11,23
Lemongrass,5.7,28-32,3.18,9,6,26
Jackfruit,6.7,16-33,3.27,7,14,21
Dandelion Greens,5.6,21-25,7.47,10,9,25
Bitter Gourd,5.6,15-29,4.21,8,13,26
Fig,6.9,20-35,4.55,15,8,19
Kiwi,6.1,27-29,2.99,9,14,19
Echinacea,6.1,22-27,8.24,7,15,17
Turmeric,6.9,19-32,8.56,8,9,25
Jackfruit,6.9,25-27,6.61,13,6,28
Asparagus,5.7,24-34,3.92,8,7,39
Soybeans,6.1,25-27,7.78,6,15,37
Clove,5.9,25-25,3.26,11,9,22
Holy Basil,6.8,17-30,4.5,8,7,15
Dill,5.9,20-27,6.01,6,15,19
Artichoke,5.9,15-26,4.44,7,7,26
Cauliflower,6.7,18-30,3.41,11,12,34
Seaweed,6.5,17-33,6.34,9,14,15
Persimmon,6.7,29-25,4.57,14,10,40
Spinach,5.9,17-35,1.34,9,11,26
Pomegranate,6.6,17-30,9.05,9,13,25
Pomegranate,6.7,26-25,5.21,10,14,17
Zucchini,6.7,15-35,3.97,8,13,23
Cucumber,6.7,23-29,1.64,5,7,27
Fenugreek,6.1,21-25,3.01,11,14,23
Asparagus,5.8,15-27,7.98,6,11,33
Yacon,6.1,29-35,3.41,15,15,33
Fenugreek,6.9,18-25,3.73,11,8,37
Kiwi,6.3,22-31,4.87,5,8,18
Swiss Chard,6.2,16-35,8.99,9,5,38
Sapodilla,6.9,27-33,4.54,8,15,30
Chives,6.5,19-32,7.18,13,8,27
Ceylon Spinach,5.9,19-29,7.4,6,7,19
Celery,6.1,23-26,8.55,15,6,30
Mulberry,6.5,17-30,9.3,11,12,37
Acerola Cherry,6.4,27-29,3.56,9,12,27
Ginger,6.2,15-27,7.98,15,12,37
Betel Leaf,6.4,18-31,0.78,14,8,22
Swiss Chard,6.2,16-27,3.84,8,12,33
Watercress,6.6,17-26,8.62,8,13,32
Dragon Fruit,5.6,25-27,9.56,7,11,37
Vanilla,6.6,28-29,7.27,14,10,31
Holy Basil,6.6,17-26,0.72,11,13,18
Endive,6.5,18-30,3.11,14,5,26
Nutmeg,5.7,19-31,8.09,9,6,28
Purslane,6.3,24-35,4.52,8,5,23
Pineapple,6.6,27-27,5.58,8,14,27
Basil,6.4,24-27,5.61,15,8,38
Mustard Greens,5.6,30-28,1.76,5,9,38
Tea,5.5,27-31,7.46,9,6,29
Spinach,6.4,20-33,7.82,10,15,40
Ginseng,6.1,29-26,2.37,11,13,29
Chili Pepper,6.1,28-27,6.16,8,8,26
Beets,6.8,25-26,8.78,15,6,19
Luffa,5.6,22-32,3.25,6,9,29
Endive,6.6,27-31,8.6,6,11,24
Mushrooms,5.8,29-34,8.83,6,12,28
Cauliflower,6.3,17-32,6.35,13,5,34
Tea,6.2,26-28,4.09,10,11,23
Pomegranate,6.5,19-34,8.31,10,13,26
Alfalfa,6.8,17-27,7.7,5,6,33
Passionfruit,6.0,20-31,9.14,14,11,40
Snake Gourd,5.8,24-33,6.97,10,8,22
Beans,6.6,20-26,2.87,10,7,34
Turmeric,6.7,24-31,1.29,12,6,15
Basil,6.5,30-31,3.58,10,12,29
Kale,6.8,30-26,0.66,11,10,33
Mushrooms,6.7,26-25,5.94,5,13,39
Basil,5.9,16-33,0.63,14,12,33
Aloe Vera,7.0,19-35,3.38,6,8,18
Endive,6.9,15-35,1.16,7,11,17
Green Onions,5.6,30-32,6.36,10,15,29
Mulberry,6.3,23-29,8.79,12,15,17
Passionfruit,6.8,21-28,5.24,14,5,35
Yacon,5.6,23-31,2.27,5,11,32
Bitter Gourd,6.6,29-32,4.94,7,15,34
Zucchini,6.2,23-31,0.71,7,8,37
Chamomile,5.8,15-34,2.89,7,11,34
Nutmeg,6.4,16-34,3.01,10,11,23
Neem,6.4,21-31,5.03,12,9,19
Green Onions,6.9,20-33,2.65,14,8,35
Carrots,5.9,18-25,5.46,7,5,21
Nutmeg,5.8,25-29,4.86,6,8,23
Thyme,6.6,17-25,1.46,7,8,25
Cabbage,5.6,17-26,5.21,7,11,18
Ginseng,6.1,16-32,2.22,14,13,37
Jasmine,5.6,19-26,1.26,10,9,21
Radicchio,6.6,17-31,3.53,13,11,26
Guava,6.0,17-33,9.61,14,5,15
Chili Pepper,5.6,29-35,8.12,13,12,35
Zucchini,6.5,19-32,4.68,14,7,32
Cucumber,6.3,23-28,6.12,6,15,40
Basil,5.8,30-29,1.06,14,14,16
Peppers,6.3,23-33,6.62,7,5,27
Lemongrass,5.6,16-32,7.62,12,8,29
Cabbage,7.0,16-25,1.81,5,11,16
Swiss Chard,6.9,26-29,7.43,7,6,40
Watercress,6.0,22-32,4.24,15,10,23
Mango,6.2,29-28,2.32,15,5,31
Betel Leaf,5.7,17-27,9.47,12,14,37
